date,tipo,venta,compra
5/5/2014,Bolsa,10.2200,10.2200
5/6/2014,Casas de cambio,8.0100,7.9600
5/6/2014,Informal,10.5000,10.3000
5/6/2014,Bolsa,10.1700,10.1700
5/7/2014,Casas de cambio,8.0300,7.9600
5/7/2014,Informal,10.7000,10.5000
5/7/2014,Bolsa,10.0700,10.0700
5/8/2014,Casas de cambio,8.0100,7.9600
5/8/2014,Informal,10.7500,10.5500
5/8/2014,Bolsa,10.0300,10.0300
5/9/2014,Casas de cambio,8.0200,7.9700
5/9/2014,Informal,10.7000,10.6000
5/12/2014,Casas de cambio,8.0200,7.9600
5/12/2014,Informal,10.6000,10.4000
5/12/2014,Bolsa,10.0300,10.0300
5/13/2014,Casas de cambio,8.0400,7.9700
5/13/2014,Informal,10.8000,10.6000
5/13/2014,Bolsa,10.0300,10.0300
5/14/2014,Casas de cambio,8.0400,7.9700
5/14/2014,Informal,10.7500,10.6500
5/14/2014,Bolsa,10.0500,10.0500
5/15/2014,Casas de cambio,8.0800,7.9800
5/15/2014,Informal,10.9000,10.7500
5/15/2014,Bolsa,10.7700,10.7700
5/16/2014,Casas de cambio,8.0800,8.0200
5/16/2014,Informal,11.0000,10.9000
5/19/2014,Casas de cambio,8.1000,8.0200
5/19/2014,Informal,11.3000,11.1000
5/19/2014,Bolsa,11.2000,11.2000
5/20/2014,Casas de cambio,8.0900,8.0200
5/20/2014,Informal,11.7000,11.5000
5/20/2014,Bolsa,11.2400,11.2400
5/21/2014,Casas de cambio,8.0900,7.9900
5/21/2014,Informal,12.1000,12.0000
5/21/2014,Bolsa,11.3700,11.3700
5/22/2014,Casas de cambio,8.0700,7.9900
5/22/2014,Informal,11.9000,11.8000
5/22/2014,Bolsa,11.3700,11.3700
5/23/2014,Casas de cambio,8.0750,8.0250
5/23/2014,Informal,11.3700,11.2700
5/26/2014,Casas de cambio,8.0800,7.9900
5/26/2014,Informal,11.5000,11.4000
5/26/2014,Bolsa,11.2100,11.2100
5/27/2014,Casas de cambio,8.1100,8.0100
5/27/2014,Informal,11.7000,11.5000
5/27/2014,Bolsa,11.4400,11.4400
5/28/2014,Casas de cambio,8.0800,8.0100
5/28/2014,Informal,11.9500,11.6500
5/28/2014,Bolsa,11.4700,11.4700
5/29/2014,Casas de cambio,8.0900,8.0200
5/29/2014,Informal,11.8000,11.7000
5/29/2014,Bolsa,11.3600,11.3600
5/30/2014,Casas de cambio,8.0950,8.0450
5/30/2014,Informal,11.4000,11.3000
6/2/2014,Casas de cambio,8.1000,8.0500
6/2/2014,Informal,11.4000,11.3000
6/2/2014,Bolsa,11.3600,11.3600
6/3/2014,Casas de cambio,8.1100,8.0600
6/3/2014,Informal,11.5000,11.4000
6/3/2014,Bolsa,10.9000,10.9000
6/4/2014,Casas de cambio,8.1200,8.0700
6/4/2014,Informal,11.5500,11.4500
6/4/2014,Bolsa,10.9000,10.9000
6/5/2014,Casas de cambio,8.1400,8.0900
6/5/2014,Informal,11.5500,11.4500
6/5/2014,Bolsa,10.9000,10.9000
6/6/2014,Casas de cambio,8.1500,8.0900
6/6/2014,Informal,11.5500,11.4500
6/6/2014,Bolsa,10.9000,10.9000
6/10/2014,Casas de cambio,8.1500,8.1000
6/10/2014,Informal,11.6000,11.5000
6/11/2014,Casas de cambio,8.1500,8.1000
6/11/2014,Informal,11.6000,11.5000
6/12/2014,Casas de cambio,8.1500,8.1000
6/12/2014,Informal,11.6000,11.5000
6/13/2014,Casas de cambio,8.1500,8.1000
6/13/2014,Informal,11.6500,11.6000
6/16/2014,Casas de cambio,8.1500,8.1100
6/16/2014,Informal,11.8500,11.7500
6/17/2014,Casas de cambio,8.1500,8.1000
6/17/2014,Informal,12.2000,12.1500
6/17/2014,Bolsa,11.5600,11.5200
6/18/2014,Casas de cambio,8.1500,8.1000
6/18/2014,Informal,12.3000,12.2000
6/18/2014,Bolsa,11.5400,11.5400
6/19/2014,Casas de cambio,8.1500,8.1000
6/19/2014,Informal,12.4000,12.3500
6/19/2014,Bolsa,11.2400,11.2400
6/23/2014,Casas de cambio,8.1500,8.1000
6/23/2014,Informal,11.8000,11.7000
6/23/2014,Bolsa,11.0600,11.0600
6/24/2014,Casas de cambio,8.1500,8.1000
6/24/2014,Informal,12.0000,11.9000
6/24/2014,Bolsa,10.8000,10.8000
6/25/2014,Casas de cambio,8.1500,8.1000
6/25/2014,Informal,12.0500,12.0000
6/25/2014,Bolsa,11.0600,11.0600
6/26/2014,Casas de cambio,8.1500,8.1000
6/26/2014,Informal,12.0500,12.0000
6/26/2014,Bolsa,10.9600,10.9600
6/27/2014,Casas de cambio,8.1500,8.1000
6/27/2014,Informal,12.1500,12.0500
6/30/2014,Casas de cambio,8.1500,8.1000
6/30/2014,Informal,12.1000,12.0000
6/30/2014,Bolsa,11.1000,11.1000
7/1/2014,Casas de cambio,8.1500,8.1000
7/1/2014,Informal,12.0500,12.0000
7/2/2014,Casas de cambio,8.1600,8.1100
7/2/2014,Informal,12.0000,11.8000
7/2/2014,Bolsa,11.0700,11.0700
7/3/2014,Casas de cambio,8.1500,8.1000
7/3/2014,Informal,11.9500,11.8500
7/4/2014,Casas de cambio,8.1500,8.1000
7/4/2014,Informal,11.9500,11.8500
7/7/2014,Casas de cambio,8.1600,8.1100
7/7/2014,Informal,11.9500,11.8500
7/7/2014,Bolsa,10.8800,10.8800
7/8/2014,Casas de cambio,8.1600,8.1100
7/8/2014,Informal,11.9500,11.8500
7/8/2014,Bolsa,10.8800,10.8800
7/10/2014,Casas de cambio,8.1700,8.1200
7/10/2014,Informal,12.0000,11.9000
7/10/2014,Bolsa,10.6000,10.6000
7/11/2014,Casas de cambio,8.1700,8.1100
7/11/2014,Informal,11.9000,11.8000
7/14/2014,Casas de cambio,8.1700,8.1200
7/14/2014,Informal,12.0000,11.9000
7/14/2014,Bolsa,10.9200,10.9200
7/15/2014,Casas de cambio,8.1700,8.1200
7/15/2014,Informal,12.1000,12.0000
7/15/2014,Bolsa,10.9400,10.9400
7/16/2014,Casas de cambio,8.1700,8.1200
7/16/2014,Informal,12.2000,12.1000
7/17/2014,Casas de cambio,8.1700,8.1200
7/17/2014,Informal,12.2500,12.1500
7/17/2014,Bolsa,11.1100,11.1100
7/18/2014,Casas de cambio,8.1700,8.1200
7/18/2014,Informal,12.2500,12.1500
7/21/2014,Casas de cambio,8.1800,8.1300
7/21/2014,Informal,12.2000,12.1000
7/21/2014,Bolsa,11.1100,11.1100
7/22/2014,Casas de cambio,8.1800,8.1300
7/22/2014,Informal,12.5000,12.3000
7/22/2014,Bolsa,11.0600,11.0600
7/23/2014,Casas de cambio,8.1800,8.1300
7/23/2014,Informal,12.6000,12.3000
7/23/2014,Bolsa,11.1000,11.1000
7/24/2014,Casas de cambio,8.1800,8.1300
7/24/2014,Informal,12.5500,12.3000
7/24/2014,Bolsa,11.1000,11.1000
7/25/2014,Casas de cambio,8.1900,8.1400
7/25/2014,Informal,12.6000,12.5000
7/28/2014,Casas de cambio,8.2000,8.1500
7/28/2014,Informal,12.9000,12.8000
7/29/2014,Casas de cambio,8.2100,8.1600
7/29/2014,Informal,12.8000,12.7000
7/30/2014,Casas de cambio,8.2200,8.1800
7/30/2014,Informal,12.3000,12.1500
7/30/2014,Bolsa,11.0200,11.0200
7/31/2014,Casas de cambio,8.2200,8.1200
7/31/2014,Informal,12.8000,12.6000
7/31/2014,Bolsa,11.3100,11.3100
8/1/2014,Casas de cambio,8.2300,8.1800
8/1/2014,Informal,12.7000,12.6000
8/4/2014,Casas de cambio,8.2800,8.2300
8/4/2014,Informal,12.7000,12.6000
8/4/2014,Bolsa,11.3100,11.3100
8/5/2014,Casas de cambio,8.2800,8.2300
8/5/2014,Informal,12.7000,12.6000
8/5/2014,Bolsa,11.3100,11.3100
8/6/2014,Casas de cambio,8.2800,8.2700
8/6/2014,Informal,12.8000,12.7000
8/6/2014,Bolsa,11.6700,11.6700
8/7/2014,Casas de cambio,8.2800,8.2700
8/7/2014,Informal,12.8000,12.7000
8/7/2014,Bolsa,11.6700,11.6700
8/11/2014,Casas de cambio,8.2900,8.2700
8/11/2014,Informal,12.8000,12.7000
8/11/2014,Bolsa,11.6700,11.6700
8/12/2014,Casas de cambio,8.2900,8.2700
8/12/2014,Informal,12.8000,12.7000
8/12/2014,Bolsa,12.5000,11.6700
8/13/2014,Casas de cambio,8.2900,8.2400
8/13/2014,Informal,13.1500,12.9500
8/13/2014,Bolsa,12.6000,12.6000
8/14/2014,Casas de cambio,8.2900,8.2400
8/14/2014,Informal,13.2500,13.1500
8/14/2014,Bolsa,12.6000,12.6000
8/15/2014,Casas de cambio,8.2900,8.2400
8/15/2014,Informal,13.2000,13.1000
8/19/2014,Casas de cambio,8.3000,8.2500
8/19/2014,Informal,13.2000,13.1000
8/19/2014,Bolsa,12.4700,12.4700
8/20/2014,Casas de cambio,8.3300,8.2300
8/20/2014,Informal,13.4000,13.2000
8/20/2014,Bolsa,12.8700,12.8700
8/21/2014,Casas de cambio,8.4000,8.3500
8/21/2014,Informal,13.9500,13.8500
8/21/2014,Bolsa,13.1900,13.1900
8/22/2014,Casas de cambio,8.4400,8.3700
8/22/2014,Informal,13.8800,13.6000
8/25/2014,Casas de cambio,8.4400,8.4000
8/25/2014,Informal,13.9800,13.8800
8/25/2014,Bolsa,13.1600,13.1600
8/26/2014,Casas de cambio,8.4200,8.3700
8/26/2014,Informal,14.2000,13.9500
8/26/2014,Bolsa,13.3700,13.3700
8/27/2014,Casas de cambio,8.4200,8.3700
8/27/2014,Informal,14.3800,14.2800
8/27/2014,Bolsa,13.8100,13.8100
8/28/2014,Casas de cambio,8.4200,8.3700
8/28/2014,Informal,14.4000,14.2000
8/28/2014,Bolsa,13.0900,13.0900
8/29/2014,Casas de cambio,8.4200,8.3700
8/29/2014,Informal,14.0500,13.9500
8/29/2014,Bolsa,13.0900,13.0900
9/1/2014,Casas de cambio,8.4200,8.3700
9/1/2014,Informal,14.2000,14.1000
9/1/2014,Bolsa,13.0900,13.0900
9/2/2014,Casas de cambio,8.4200,8.3700
9/2/2014,Informal,14.2500,14.1500
9/2/2014,Bolsa,13.0600,13.0600
9/3/2014,Casas de cambio,8.4200,8.3700
9/3/2014,Informal,14.2000,14.1000
9/3/2014,Bolsa,13.0600,13.0600
9/4/2014,Casas de cambio,8.4200,8.3700
9/4/2014,Informal,14.0000,13.9000
9/4/2014,Bolsa,13.0600,13.0600
9/8/2014,Casas de cambio,8.4200,8.3700
9/8/2014,Informal,14.1500,14.0500
9/8/2014,Bolsa,12.6100,12.6100
9/9/2014,Casas de cambio,8.4200,8.3700
9/9/2014,Informal,14.2500,14.1500
9/9/2014,Bolsa,13.4900,13.4900
9/10/2014,Casas de cambio,8.4200,8.3700
9/10/2014,Informal,14.2500,14.1500
9/10/2014,Bolsa,13.4900,13.4900
9/11/2014,Casas de cambio,8.4200,8.3700
9/11/2014,Informal,14.2500,14.1500
9/11/2014,Bolsa,13.6400,13.6400
9/15/2014,Casas de cambio,8.4200,8.3700
9/15/2014,Informal,14.4500,14.2500
9/15/2014,Bolsa,13.6400,13.6400
9/16/2014,Casas de cambio,8.4200,8.3700
9/16/2014,Informal,14.7000,14.5000
9/16/2014,Bolsa,13.6400,13.6400
9/17/2014,Casas de cambio,8.4300,8.3700
9/17/2014,Informal,15.0000,14.8000
9/18/2014,Casas de cambio,8.4300,8.3800
9/18/2014,Informal,15.1000,15.0000
9/18/2014,Bolsa,13.6400,13.6400
9/19/2014,Casas de cambio,8.4300,8.3800
9/19/2014,Informal,15.0000,14.9000
9/22/2014,Casas de cambio,8.4500,8.4000
9/22/2014,Informal,15.1500,15.0500
9/23/2014,Casas de cambio,8.4300,8.4000
9/23/2014,Informal,15.4500,15.2000
9/23/2014,Bolsa,14.7100,14.7100
9/24/2014,Casas de cambio,8.4300,8.4000
9/24/2014,Informal,15.8000,15.6000
9/25/2014,Casas de cambio,8.4200,8.3900
9/25/2014,Informal,15.7800,15.5000
9/25/2014,Bolsa,14.4700,14.4700
9/26/2014,Casas de cambio,8.4600,8.4100
9/26/2014,Informal,15.7500,15.6500
9/26/2014,Bolsa,14.8600,14.8600
9/29/2014,Informal,15.6000,15.6500
9/29/2014,Bolsa,15.0200,14.8600
9/29/2014,Casas de cambio,8.4800,8.4100
9/30/2014,Casas de cambio,8.4300,8.4000
9/30/2014,Informal,15.6700,15.5000
9/30/2014,Bolsa,15.0500,15.0500
10/1/2014,Casas de cambio,8.4500,8.3300
10/1/2014,Informal,15.6500,15.4500
10/1/2014,Bolsa,14.5400,14.5400
10/2/2014,Casas de cambio,8.4400,8.3300
10/2/2014,Informal,15.6000,15.4000
10/2/2014,Bolsa,14.2000,14.2000
10/3/2014,Casas de cambio,8.4800,8.4300
10/3/2014,Informal,15.3000,15.2000
10/3/2014,Bolsa,14.1300,14.0700
10/6/2014,Casas de cambio,8.4700,8.4300
10/6/2014,Informal,14.9500,14.6000
10/6/2014,Bolsa,13.9000,13.9000
10/7/2014,Casas de cambio,8.4700,8.4300
10/7/2014,Informal,14.7000,14.5000
10/7/2014,Bolsa,13.8200,13.8200
10/8/2014,Casas de cambio,8.4800,8.4300
10/8/2014,Informal,14.6500,14.5000
10/8/2014,Bolsa,13.8300,13.8300
10/9/2014,Casas de cambio,8.4800,8.4300
10/9/2014,Informal,14.8000,14.6000
10/9/2014,Bolsa,13.2800,13.2800
10/10/2014,Casas de cambio,8.4800,8.4300
10/10/2014,Informal,14.8300,14.6000
10/10/2014,Bolsa,13.2800,13.2800
10/14/2014,Casas de cambio,8.4800,8.4300
10/14/2014,Informal,14.8000,14.6000
10/14/2014,Bolsa,13.1000,13.1000
10/15/2014,Casas de cambio,8.4800,8.4300
10/15/2014,Informal,14.7300,14.7000
10/15/2014,Bolsa,13.1500,13.1500
10/16/2014,Casas de cambio,8.4800,8.4300
10/16/2014,Informal,14.7000,14.6700
10/16/2014,Bolsa,13.5300,13.1500
10/17/2014,Casas de cambio,8.4800,8.4400
10/17/2014,Informal,14.7000,14.6500
10/17/2014,Bolsa,13.5200,13.1500
10/20/2014,Casas de cambio,8.4800,8.4400
10/20/2014,Informal,14.8000,14.6000
10/20/2014,Bolsa,13.7000,13.7000
10/21/2014,Casas de cambio,8.4800,8.4500
10/21/2014,Informal,14.6800,14.5800
10/21/2014,Bolsa,13.6300,13.6300
10/22/2014,Casas de cambio,8.5000,8.4600
10/22/2014,Informal,14.7000,14.6000
10/22/2014,Bolsa,13.5900,13.5900
10/23/2014,Casas de cambio,8.4900,8.4900
10/23/2014,Informal,14.6900,14.5800
10/23/2014,Bolsa,13.2700,13.2700
10/24/2014,Casas de cambio,8.4900,8.4900
10/24/2014,Informal,14.7000,14.5800
10/24/2014,Bolsa,13.3700,13.3700
10/27/2014,Casas de cambio,8.5000,8.4900
10/27/2014,Informal,14.6800,14.5800
10/27/2014,Bolsa,13.5700,13.5700
10/28/2014,Casas de cambio,8.5000,8.4900
10/28/2014,Informal,14.6200,14.5800
10/28/2014,Bolsa,13.6700,13.6700
10/29/2014,Casas de cambio,8.5000,8.4900
10/29/2014,Informal,14.5300,14.5000
10/29/2014,Bolsa,13.2000,13.2000
10/29/2014,Casas de cambio,8.5000,8.4000
10/29/2014,Informal,14.3000,14.1000
10/29/2014,Bolsa,13.1100,13.1100
11/3/2014,Casas de cambio,8.5100,8.4300
11/3/2014,Informal,13.9000,13.9000
11/3/2014,Bolsa,13.1000,13.1000
11/4/2014,Casas de cambio,8.5200,8.4700
11/4/2014,Informal,13.6000,13.5000
11/4/2014,Bolsa,13.3500,13.3500
11/5/2014,Casas de cambio,8.5100,8.4700
11/5/2014,Informal,13.5000,13.4800
11/5/2014,Bolsa,13.3500,13.3500
11/6/2014,Casas de cambio,8.5000,8.4700
11/6/2014,Informal,13.5000,13.5000
11/6/2014,Bolsa,13.2700,13.2700
11/7/2014,Casas de cambio,8.5100,8.5100
11/7/2014,Informal,13.1000,13.0800
11/7/2014,Bolsa,13.2700,13.2700
11/10/2014,Casas de cambio,8.5200,8.5000
11/10/2014,Informal,12.4000,12.3500
11/10/2014,Bolsa,12.9400,12.9400
11/11/2014,Casas de cambio,8.5100,8.5000
11/11/2014,Informal,13.1500,12.9500
11/11/2014,Bolsa,12.6400,12.6400
11/12/2014,Casas de cambio,8.5100,8.5000
11/12/2014,Informal,13.1500,12.9500
11/12/2014,Bolsa,12.7000,12.7000
11/13/2014,Casas de cambio,8.5100,8.4700
11/13/2014,Informal,13.4500,13.2000
11/13/2014,Bolsa,12.4000,12.4000
11/14/2014,Casas de cambio,8.5100,8.4700
11/14/2014,Informal,13.3800,13.2000
11/14/2014,Bolsa,12.3000,12.3000
11/17/2014,Casas de cambio,8.5100,8.4700
11/17/2014,Informal,13.3800,13.3500
11/17/2014,Bolsa,12.3000,12.3000
11/18/2014,Casas de cambio,8.5200,8.4700
11/18/2014,Informal,13.4800,13.3800
11/18/2014,Bolsa,12.2700,12.2700
11/19/2014,Casas de cambio,8.5200,8.4800
11/19/2014,Informal,13.5500,13.4500
11/19/2014,Bolsa,11.9800,11.9800
11/20/2014,Casas de cambio,8.5200,8.5000
11/20/2014,Informal,13.5500,13.4500
11/20/2014,Bolsa,11.9900,11.9900
11/21/2014,Casas de cambio,8.5200,8.4800
11/21/2014,Informal,13.3800,13.2800
11/21/2014,Bolsa,11.9500,11.9500
11/25/2014,Casas de cambio,8.5200,8.4800
11/25/2014,Informal,13.3800,13.2800
11/25/2014,Bolsa,12.0600,12.0600
11/26/2014,Casas de cambio,8.5300,8.5000
11/26/2014,Informal,13.3000,13.2800
11/26/2014,Bolsa,11.8400,11.8400
11/27/2014,Casas de cambio,8.5200,8.5000
11/27/2014,Informal,13.3000,13.2800
11/27/2014,Bolsa,11.9300,11.9300
12/1/2014,Casas de cambio,8.5300,8.4300
12/1/2014,Informal,13.0000,12.8000
12/1/2014,Bolsa,11.9200,11.9200
12/2/2014,Casas de cambio,8.5400,8.4400
12/2/2014,Informal,12.9000,12.7000
12/2/2014,Bolsa,11.9900,11.9900
12/3/2014,Casas de cambio,8.5400,8.4400
12/3/2014,Informal,13.0800,12.9800
12/3/2014,Bolsa,11.9700,11.9700
12/4/2014,Casas de cambio,8.5500,8.4400
12/4/2014,Informal,13.0500,12.9800
12/4/2014,Bolsa,12.0400,12.0400
12/5/2014,Casas de cambio,8.5500,8.5100
12/5/2014,Informal,12.7800,12.5800
12/5/2014,Bolsa,12.0300,12.0300
12/10/2014,Casas de cambio,8.5600,8.4700
12/10/2014,Informal,12.7600,12.5600
12/10/2014,Bolsa,11.6000,11.6000
12/12/2014,Casas de cambio,8.5500,8.4700
12/12/2014,Informal,12.8000,12.6900
12/12/2014,Bolsa,11.7700,11.7700
12/15/2014,Casas de cambio,8.5500,8.4600
12/15/2014,Informal,13.2000,13.0000
12/15/2014,Bolsa,11.6300,11.6300
12/16/2014,Casas de cambio,8.5500,8.4700
12/16/2014,Informal,13.1500,13.0000
12/16/2014,Bolsa,11.7200,11.7200
12/17/2014,Casas de cambio,8.5500,8.4600
12/17/2014,Informal,13.1000,12.5000
12/17/2014,Bolsa,11.7600,11.7600
12/18/2014,Casas de cambio,8.5600,8.5200
12/18/2014,Informal,13.1800,13.0500
12/18/2014,Bolsa,11.8500,11.8500
12/19/2014,Casas de cambio,8.5700,8.5300
12/19/2014,Informal,13.1800,13.1500
12/19/2014,Bolsa,11.7400,11.7400
12/23/2014,Casas de cambio,8.5700,8.5300
12/23/2014,Informal,13.4000,13.1700
12/23/2014,Bolsa,11.7700,11.7700
12/29/2014,Casas de cambio,8.5500,8.5300
12/29/2014,Informal,13.7300,13.7100
12/29/2014,Bolsa,11.6400,11.6400
12/30/2014,Casas de cambio,8.5500,8.5300
12/30/2014,Informal,13.7300,13.7100
12/30/2014,Bolsa,11.6400,11.6400
1/2/2015,Casas de cambio,8.5500,8.5300
1/2/2015,Informal,13.8500,13.7100
1/2/2015,Bolsa,12.0000,11.6400
1/6/2015,Casas de cambio,8.5500,8.5300
1/6/2015,Informal,13.7800,13.6500
1/6/2015,Bolsa,12.2600,11.6400
1/7/2015,Casas de cambio,8.5500,8.5300
1/7/2015,Informal,13.8500,13.8000
1/7/2015,Bolsa,12.2600,12.2600
1/8/2015,Casas de cambio,8.5700,8.5300
1/8/2015,Informal,13.9000,13.7000
1/8/2015,Bolsa,12.3100,12.3100
1/9/2015,Casas de cambio,8.5900,8.5700
1/9/2015,Informal,13.7700,13.7500
1/9/2015,Bolsa,12.3000,12.3000
1/12/2015,Casas de cambio,8.5900,8.5700
1/12/2015,Informal,13.7000,13.6500
1/12/2015,Bolsa,12.4300,12.4300
1/13/2015,Casas de cambio,8.5900,8.5700
1/13/2015,Informal,13.5600,13.3000
1/13/2015,Bolsa,12.5300,12.5300
1/14/2015,Casas de cambio,8.6000,8.5700
1/14/2015,Informal,13.6000,13.4000
1/14/2015,Bolsa,12.9000,12.9000
1/15/2015,Casas de cambio,8.6000,8.5700
1/15/2015,Informal,13.6200,13.5700
1/15/2015,Bolsa,12.6400,12.6400
1/21/2015,Casas de cambio,8.6200,8.5700
1/21/2015,Informal,13.6000,13.4000
1/21/2015,Bolsa,12.3900,12.3900
1/26/2015,Casas de cambio,8.6200,8.5700
1/26/2015,Informal,13.6500,13.4000
1/26/2015,Bolsa,12.4600,12.4600
